PO Number,Wayfair SKU,Product ID,Delivery Date,Incident Type,Incident or Return,Comment,Photos,Image ID,Image for Incident or Return,Image URL,Parcel Type,Buyer's Remorse Return Count,Total Incidents Count,Lost Incidents Count,Damage Incidents Count,Defect Incidents Count,Misinformation Incidents Count,Mis-Shipped Incidents Count,Missing Parts Incidents Count,Other Incidents Count,Total Deductions,Total Deductions Currency,Improvement Plan,Improvement Plan Start Date,Improvement Plan Comment
CS563104267,LFMF4451,195058652933,2024-12-07,Damaged,Incident,Incident: deep crease in the middle wont lie flat,1,315200641,Incident,https://assets.wfcdn.com/im/03899928/compr-r85/3152/315200641/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS563314748,FV97014,195058545587,2024-12-07,Damaged,Incident,,3,315229261,Incident,https://assets.wfcdn.com/im/33086363/compr-r85/3152/315229261/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,9.15,USD,,,
CS563314748,FV97014,195058545587,2024-12-07,Damaged,Incident,,3,315229272,Incident,https://assets.wfcdn.com/im/31093179/compr-r85/3152/315229272/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,9.15,USD,,,
CS563314748,FV97014,195058545587,2024-12-07,Damaged,Incident,,3,315229280,Incident,https://assets.wfcdn.com/im/87575880/compr-r85/3152/315229280/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,9.15,USD,,,
CS561952873,FV75304,889048791817,2024-12-06,Damaged,Incident,Incident: The rugs are several curled. They look defective. I have tried everything to get the wrinkles out.,1,314901023,Incident,https://assets.wfcdn.com/im/13317757/compr-r85/3149/314901023/default_image.jpg,Small,0,2,0,2,2,0,0,0,0,0,N/A,,,
CS562485166,FV84320,195058279079,2024-12-06,Damaged,Incident,"Incident: Hey Team, the outter slip is split and torn on item, customer would like a replacement item.",11,316703529,Incident,https://assets.wfcdn.com/im/73541590/compr-r85/3167/316703529/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,7.33,USD,,,
CS562485166,FV84320,195058279079,2024-12-06,Damaged,Incident,"Incident: Hey Team, the outter slip is split and torn on item, customer would like a replacement item.",11,316703526,Incident,https://assets.wfcdn.com/im/04749831/compr-r85/3167/316703526/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,7.33,USD,,,
CS562485166,FV84320,195058279079,2024-12-06,Damaged,Incident,"Incident: Hey Team, the outter slip is split and torn on item, customer would like a replacement item.",11,316703530,Incident,https://assets.wfcdn.com/im/58813568/compr-r85/3167/316703530/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,7.33,USD,,,
CS562485166,FV84320,195058279079,2024-12-06,Damaged,Incident,"Incident: Hey Team, the outter slip is split and torn on item, customer would like a replacement item.",11,316703528,Incident,https://assets.wfcdn.com/im/79100215/compr-r85/3167/316703528/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,7.33,USD,,,
CS562485166,FV84320,195058279079,2024-12-06,Damaged,Incident,"Incident: Hey Team, the outter slip is split and torn on item, customer would like a replacement item.",11,363269980,Incident,https://assets.wfcdn.com/im/94917540/compr-r85/3632/363269980/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,7.33,USD,,,
CS562485166,FV84320,195058279079,2024-12-06,Damaged,Incident,"Incident: Hey Team, the outter slip is split and torn on item, customer would like a replacement item.",11,316703540,Incident,https://assets.wfcdn.com/im/48738241/compr-r85/3167/316703540/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,7.33,USD,,,
CS562485166,FV84320,195058279079,2024-12-06,Damaged,Incident,"Incident: Hey Team, the outter slip is split and torn on item, customer would like a replacement item.",11,316703532,Incident,https://assets.wfcdn.com/im/69930818/compr-r85/3167/316703532/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,7.33,USD,,,
CS562485166,FV84320,195058279079,2024-12-06,Damaged,Incident,"Incident: Hey Team, the outter slip is split and torn on item, customer would like a replacement item.",11,316703542,Incident,https://assets.wfcdn.com/im/62379009/compr-r85/3167/316703542/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,7.33,USD,,,
CS562485166,FV84320,195058279079,2024-12-06,Damaged,Incident,"Incident: Hey Team, the outter slip is split and torn on item, customer would like a replacement item.",11,316703524,Incident,https://assets.wfcdn.com/im/93632581/compr-r85/3167/316703524/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,7.33,USD,,,
CS562485166,FV84320,195058279079,2024-12-06,Damaged,Incident,"Incident: Hey Team, the outter slip is split and torn on item, customer would like a replacement item.",11,316703536,Incident,https://assets.wfcdn.com/im/02801978/compr-r85/3167/316703536/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,7.33,USD,,,
CS562485166,FV84320,195058279079,2024-12-06,Damaged,Incident,"Incident: Hey Team, the outter slip is split and torn on item, customer would like a replacement item.",11,316703537,Incident,https://assets.wfcdn.com/im/02756647/compr-r85/3167/316703537/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,7.33,USD,,,
CS561582108,LGLY4047,889048261938,2024-12-03,Damaged,Incident,Incident: .,2,314989742,Incident,https://assets.wfcdn.com/im/83503999/compr-r85/3149/314989742/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS561582108,LGLY4047,889048261938,2024-12-03,Damaged,Incident,Incident: .,2,314989793,Incident,https://assets.wfcdn.com/im/25769827/compr-r85/3149/314989793/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS561886958,FV97698,198162058707,2024-12-03,Damaged,Incident,Incident: Incident description: loose thread,6,326487482,Incident,https://assets.wfcdn.com/im/64821598/compr-r85/3264/326487482/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS561886958,FV97698,198162058707,2024-12-03,Damaged,Incident,Incident: Incident description: loose thread,6,325370527,Incident,https://assets.wfcdn.com/im/61746804/compr-r85/3253/325370527/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS561886958,FV97698,198162058707,2024-12-03,Damaged,Incident,Incident: Incident description: loose thread,6,325370530,Incident,https://assets.wfcdn.com/im/89748084/compr-r85/3253/325370530/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS561886958,FV97698,198162058707,2024-12-03,Damaged,Incident,Incident: Incident description: loose thread,6,326487508,Incident,https://assets.wfcdn.com/im/54576913/compr-r85/3264/326487508/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS561886958,FV97698,198162058707,2024-12-03,Damaged,Incident,Incident: Incident description: loose thread,6,325370528,Incident,https://assets.wfcdn.com/im/67305429/compr-r85/3253/325370528/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS561886958,FV97698,198162058707,2024-12-03,Damaged,Incident,Incident: Incident description: loose thread,6,325370531,Incident,https://assets.wfcdn.com/im/84189459/compr-r85/3253/325370531/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560901867,FVAB1116,195058718226,2024-12-02,Damaged,Incident,Incident: .,5,314964186,Incident,https://assets.wfcdn.com/im/87310722/compr-r85/3149/314964186/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,16.18,USD,,,
CS560901867,FVAB1116,195058718226,2024-12-02,Damaged,Incident,Incident: .,5,314964185,Incident,https://assets.wfcdn.com/im/92869347/compr-r85/3149/314964185/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,16.18,USD,,,
CS560901867,FVAB1116,195058718226,2024-12-02,Damaged,Incident,Incident: .,5,314964187,Incident,https://assets.wfcdn.com/im/18247903/compr-r85/3149/314964187/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,16.18,USD,,,
CS560901867,FVAB1116,195058718226,2024-12-02,Damaged,Incident,Incident: .,5,314964188,Incident,https://assets.wfcdn.com/im/23806528/compr-r85/3149/314964188/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,16.18,USD,,,
CS560901867,FVAB1116,195058718226,2024-12-02,Damaged,Incident,Incident: .,5,314964170,Incident,https://assets.wfcdn.com/im/13110663/compr-r85/3149/314964170/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,16.18,USD,,,
CS560946589,FV81100,889048989399,2024-11-27,Damaged,Incident,Incident: The customer reported that the item ripped upon arrival.,8,313293538,Incident,https://assets.wfcdn.com/im/61832877/compr-r85/3132/313293538/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560946589,FV81100,889048989399,2024-11-27,Damaged,Incident,Incident: The customer reported that the item ripped upon arrival.,8,313293536,Incident,https://assets.wfcdn.com/im/72950127/compr-r85/3132/313293536/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560946589,FV81100,889048989399,2024-11-27,Damaged,Incident,Incident: The customer reported that the item ripped upon arrival.,8,313293448,Incident,https://assets.wfcdn.com/im/79918863/compr-r85/3132/313293448/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560946589,FV81100,889048989399,2024-11-27,Damaged,Incident,Incident: The customer reported that the item ripped upon arrival.,8,313293456,Incident,https://assets.wfcdn.com/im/03620626/compr-r85/3132/313293456/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560946589,FV81100,889048989399,2024-11-27,Damaged,Incident,Incident: The customer reported that the item ripped upon arrival.,8,313293245,Incident,https://assets.wfcdn.com/im/22695796/compr-r85/3132/313293245/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560946589,FV81100,889048989399,2024-11-27,Damaged,Incident,Incident: The customer reported that the item ripped upon arrival.,8,313293269,Incident,https://assets.wfcdn.com/im/15564914/compr-r85/3132/313293269/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560946589,FV81100,889048989399,2024-11-27,Damaged,Incident,Incident: The customer reported that the item ripped upon arrival.,8,313293247,Incident,https://assets.wfcdn.com/im/88421454/compr-r85/3132/313293247/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560946589,FV81100,889048989399,2024-11-27,Damaged,Incident,Incident: The customer reported that the item ripped upon arrival.,8,313293535,Incident,https://assets.wfcdn.com/im/78508752/compr-r85/3132/313293535/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560235135,FV75223,889048617919,2024-11-26,Damaged,Incident,Incident: The fabric has a big smudge on it I just received the lamps,11,315001514,Incident,https://assets.wfcdn.com/im/12323538/compr-r85/3150/315001514/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,19.58,USD,,,
CS560235135,FV75223,889048617919,2024-11-26,Damaged,Incident,Incident: The fabric has a big smudge on it I just received the lamps,11,316663646,Incident,https://assets.wfcdn.com/im/56824659/compr-r85/3166/316663646/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,19.58,USD,,,
CS560235135,FV75223,889048617919,2024-11-26,Damaged,Incident,Incident: The fabric has a big smudge on it I just received the lamps,11,315001604,Incident,https://assets.wfcdn.com/im/05762448/compr-r85/3150/315001604/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,19.58,USD,,,
CS560235135,FV75223,889048617919,2024-11-26,Damaged,Incident,Incident: The fabric has a big smudge on it I just received the lamps,11,312932327,Incident,https://assets.wfcdn.com/im/92446404/compr-r85/3129/312932327/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,19.58,USD,,,
CS560235135,FV75223,889048617919,2024-11-26,Damaged,Incident,Incident: The fabric has a big smudge on it I just received the lamps,11,315001474,Incident,https://assets.wfcdn.com/im/16733319/compr-r85/3150/315001474/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,19.58,USD,,,
CS560235135,FV75223,889048617919,2024-11-26,Damaged,Incident,Incident: The fabric has a big smudge on it I just received the lamps,11,315001564,Incident,https://assets.wfcdn.com/im/60147991/compr-r85/3150/315001564/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,19.58,USD,,,
CS560235135,FV75223,889048617919,2024-11-26,Damaged,Incident,Incident: The fabric has a big smudge on it I just received the lamps,11,312932297,Incident,https://assets.wfcdn.com/im/81015844/compr-r85/3129/312932297/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,19.58,USD,,,
CS560235135,FV75223,889048617919,2024-11-26,Damaged,Incident,Incident: The fabric has a big smudge on it I just received the lamps,11,315001554,Incident,https://assets.wfcdn.com/im/47403818/compr-r85/3150/315001554/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,19.58,USD,,,
CS560235135,FV75223,889048617919,2024-11-26,Damaged,Incident,Incident: The fabric has a big smudge on it I just received the lamps,11,315001489,Incident,https://assets.wfcdn.com/im/57992661/compr-r85/3150/315001489/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,19.58,USD,,,
CS560235135,FV75223,889048617919,2024-11-26,Damaged,Incident,Incident: The fabric has a big smudge on it I just received the lamps,11,315001454,Incident,https://assets.wfcdn.com/im/36869641/compr-r85/3150/315001454/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,19.58,USD,,,
CS560235135,FV75223,889048617919,2024-11-26,Damaged,Incident,Incident: The fabric has a big smudge on it I just received the lamps,11,315001534,Incident,https://assets.wfcdn.com/im/32459860/compr-r85/3150/315001534/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,19.58,USD,,,
CS560641741,MCRF7562,683726304418,2024-11-26,Damaged,Incident,Incident: Defective,7,312944819,Incident,https://assets.wfcdn.com/im/40727989/compr-r85/3129/312944819/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560641741,MCRF7562,683726304418,2024-11-26,Damaged,Incident,Incident: Defective,7,312944807,Incident,https://assets.wfcdn.com/im/55706570/compr-r85/3129/312944807/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560641741,MCRF7562,683726304418,2024-11-26,Damaged,Incident,Incident: Defective,7,312944802,Incident,https://assets.wfcdn.com/im/22880741/compr-r85/3129/312944802/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560641741,MCRF7562,683726304418,2024-11-26,Damaged,Incident,Incident: Defective,7,312944811,Incident,https://assets.wfcdn.com/im/09770307/compr-r85/3129/312944811/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560641741,MCRF7562,683726304418,2024-11-26,Damaged,Incident,Incident: Defective,7,312944815,Incident,https://assets.wfcdn.com/im/32004807/compr-r85/3129/312944815/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560641741,MCRF7562,683726304418,2024-11-26,Damaged,Incident,Incident: Defective,7,312944824,Incident,https://assets.wfcdn.com/im/18894373/compr-r85/3129/312944824/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS560641741,MCRF7562,683726304418,2024-11-26,Damaged,Incident,Incident: Defective,7,312944797,Incident,https://assets.wfcdn.com/im/37892000/compr-r85/3129/312944797/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS558742346,THRE3045,683726471059,2024-11-20,Damaged,Incident,Incident: Crushed corner on top. See ticket SCT-1907263,4,312144478,Incident,https://assets.wfcdn.com/im/09639960/compr-r85/3121/312144478/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,9.01,USD,,,
CS558742346,THRE3045,683726471059,2024-11-20,Damaged,Incident,Incident: Crushed corner on top. See ticket SCT-1907263,4,313890140,Incident,https://assets.wfcdn.com/im/70769923/compr-r85/3138/313890140/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,9.01,USD,,,
CS558742346,THRE3045,683726471059,2024-11-20,Damaged,Incident,Incident: Crushed corner on top. See ticket SCT-1907263,4,313890233,Incident,https://assets.wfcdn.com/im/10564488/compr-r85/3138/313890233/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,9.01,USD,,,
CS558742346,THRE3045,683726471059,2024-11-20,Damaged,Incident,Incident: Crushed corner on top. See ticket SCT-1907263,4,312144390,Incident,https://assets.wfcdn.com/im/89812163/compr-r85/3121/312144390/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,9.01,USD,,,
CS558789051,FV97014,195058641050,2024-11-19,Damaged,Incident,Incident: leg,2,311645262,Incident,https://assets.wfcdn.com/im/96282822/compr-r85/3116/311645262/default_image.jpg,Small,0,1,0,1,1,0,0,1,0,16.13,USD,,,
CS558789051,FV97014,195058641050,2024-11-19,Damaged,Incident,Incident: leg,2,311645260,Incident,https://assets.wfcdn.com/im/87567224/compr-r85/3116/311645260/default_image.jpg,Small,0,1,0,1,1,0,0,1,0,16.13,USD,,,
CA554230275,FVAB1533,195058760881,2024-11-18,Damaged,Incident,Incident: cracked,11,307620497,Incident,https://assets.wfcdn.com/im/71655976/compr-r85/3076/307620497/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,34.95,USD,,,
CA554230275,FVAB1533,195058760881,2024-11-18,Damaged,Incident,Incident: cracked,11,307620385,Incident,https://assets.wfcdn.com/im/57556358/compr-r85/3076/307620385/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,34.95,USD,,,
CA554230275,FVAB1533,195058760881,2024-11-18,Damaged,Incident,Incident: cracked,11,307620393,Incident,https://assets.wfcdn.com/im/61112701/compr-r85/3076/307620393/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,34.95,USD,,,
CA554230275,FVAB1533,195058760881,2024-11-18,Damaged,Incident,Incident: cracked,11,307620502,Incident,https://assets.wfcdn.com/im/62538579/compr-r85/3076/307620502/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,34.95,USD,,,
CA554230275,FVAB1533,195058760881,2024-11-18,Damaged,Incident,Incident: cracked,11,307620380,Incident,https://assets.wfcdn.com/im/70236767/compr-r85/3076/307620380/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,34.95,USD,,,
CA554230275,FVAB1533,195058760881,2024-11-18,Damaged,Incident,Incident: cracked,11,307620388,Incident,https://assets.wfcdn.com/im/20735063/compr-r85/3076/307620388/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,34.95,USD,,,
CA554230275,FVAB1533,195058760881,2024-11-18,Damaged,Incident,Incident: cracked,11,307620499,Incident,https://assets.wfcdn.com/im/82773226/compr-r85/3076/307620499/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,34.95,USD,,,
CA554230275,FVAB1533,195058760881,2024-11-18,Damaged,Incident,Incident: cracked,11,307620503,Incident,https://assets.wfcdn.com/im/56979954/compr-r85/3076/307620503/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,34.95,USD,,,
CA554230275,FVAB1533,195058760881,2024-11-18,Damaged,Incident,Incident: cracked,11,307620381,Incident,https://assets.wfcdn.com/im/64678142/compr-r85/3076/307620381/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,34.95,USD,,,
CA554230275,FVAB1533,195058760881,2024-11-18,Damaged,Incident,Incident: cracked,11,307620389,Incident,https://assets.wfcdn.com/im/15176438/compr-r85/3076/307620389/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,34.95,USD,,,
CA554230275,FVAB1533,195058760881,2024-11-18,Damaged,Incident,Incident: cracked,11,307620501,Incident,https://assets.wfcdn.com/im/68097204/compr-r85/3076/307620501/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,34.95,USD,,,
CS557684273,FVAB7270,195058991360,2024-11-15,Damaged,Incident,,1,311881550,Incident,https://assets.wfcdn.com/im/62675678/compr-r85/3118/311881550/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS558043893,FV97014,195058545587,2024-11-14,Damaged,Incident,Incident: replacement parts arrived different colors,4,310896651,Incident,https://assets.wfcdn.com/im/29915937/compr-r85/3108/310896651/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.3,USD,,,
CS558043893,FV97014,195058545587,2024-11-14,Damaged,Incident,Incident: replacement parts arrived different colors,4,314046807,Incident,https://assets.wfcdn.com/im/43576621/compr-r85/3140/314046807/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.3,USD,,,
CS558043893,FV97014,195058545587,2024-11-14,Damaged,Incident,Incident: replacement parts arrived different colors,4,310896652,Incident,https://assets.wfcdn.com/im/24357312/compr-r85/3108/310896652/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.3,USD,,,
CS558043893,FV97014,195058545587,2024-11-14,Damaged,Incident,Incident: replacement parts arrived different colors,4,314046805,Incident,https://assets.wfcdn.com/im/54693871/compr-r85/3140/314046805/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.3,USD,,,
CS557469341,FVAB2342,195058381314,2024-11-13,Damaged,Incident,Incident: Part A is damaged,6,311082094,Incident,https://assets.wfcdn.com/im/47465220/compr-r85/3110/311082094/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,51.11,USD,,,
CS557469341,FVAB2342,195058381314,2024-11-13,Damaged,Incident,Incident: Part A is damaged,6,311082086,Incident,https://assets.wfcdn.com/im/28833017/compr-r85/3110/311082086/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,51.11,USD,,,
CS557469341,FVAB2342,195058381314,2024-11-13,Damaged,Incident,Incident: Part A is damaged,6,311082089,Incident,https://assets.wfcdn.com/im/87842858/compr-r85/3110/311082089/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,51.11,USD,,,
CS557469341,FVAB2342,195058381314,2024-11-13,Damaged,Incident,Incident: Part A is damaged,6,311082092,Incident,https://assets.wfcdn.com/im/36347970/compr-r85/3110/311082092/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,51.11,USD,,,
CS557469341,FVAB2342,195058381314,2024-11-13,Damaged,Incident,Incident: Part A is damaged,6,311082093,Incident,https://assets.wfcdn.com/im/41906595/compr-r85/3110/311082093/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,51.11,USD,,,
CS557469341,FVAB2342,195058381314,2024-11-13,Damaged,Incident,Incident: Part A is damaged,6,311082087,Incident,https://assets.wfcdn.com/im/76725608/compr-r85/3110/311082087/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,51.11,USD,,,
CS557578707,FV54166,683726402909,2024-11-13,Damaged,Incident,Incident: Arrived missing the knob to turn it on.  Replacement knob sent but lamp does not work. SCT-1894242,1,311082036,Incident,https://assets.wfcdn.com/im/81008564/compr-r85/3110/311082036/default_image.jpg,Small,0,1,0,1,1,0,0,1,0,115.79,USD,,,
CS557651080,SAVC1513,195058621519,2024-11-13,Damaged,Incident,Incident: doors are falling off,6,314349147,Incident,https://assets.wfcdn.com/im/10865314/compr-r85/3143/314349147/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS557651080,SAVC1513,195058621519,2024-11-13,Damaged,Incident,Incident: doors are falling off,6,314349138,Incident,https://assets.wfcdn.com/im/70991548/compr-r85/3143/314349138/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS557651080,SAVC1513,195058621519,2024-11-13,Damaged,Incident,Incident: doors are falling off,6,314349155,Incident,https://assets.wfcdn.com/im/07803745/compr-r85/3143/314349155/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS557651080,SAVC1513,195058621519,2024-11-13,Damaged,Incident,Incident: doors are falling off,6,314349144,Incident,https://assets.wfcdn.com/im/05810561/compr-r85/3143/314349144/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS557651080,SAVC1513,195058621519,2024-11-13,Damaged,Incident,Incident: doors are falling off,6,311082606,Incident,https://assets.wfcdn.com/im/09884629/compr-r85/3110/311082606/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS557651080,SAVC1513,195058621519,2024-11-13,Damaged,Incident,Incident: doors are falling off,6,314349150,Incident,https://assets.wfcdn.com/im/59370426/compr-r85/3143/314349150/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS557518607,FV79786,889048818033,2024-11-12,Damaged,Incident,,1,310621720,Incident,https://assets.wfcdn.com/im/95813314/compr-r85/3106/310621720/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CA556392772,FV98657,195058576154,2024-11-07,Damaged,Incident,"Incident: 3 cushions and back is completely different.,3 cushions and back is completely different.",3,312666876,Incident,https://assets.wfcdn.com/im/63703131/compr-r85/3126/312666876/default_image.jpg,Small,0,2,0,2,2,0,0,0,0,61.75,USD,,,
CA556392772,FV98657,195058576154,2024-11-07,Damaged,Incident,"Incident: 3 cushions and back is completely different.,3 cushions and back is completely different.",3,312666878,Incident,https://assets.wfcdn.com/im/52585881/compr-r85/3126/312666878/default_image.jpg,Small,0,2,0,2,2,0,0,0,0,61.75,USD,,,
CA556392772,FV98657,195058576154,2024-11-07,Damaged,Incident,"Incident: 3 cushions and back is completely different.,3 cushions and back is completely different.",3,312666875,Incident,https://assets.wfcdn.com/im/69261756/compr-r85/3126/312666875/default_image.jpg,Small,0,2,0,2,2,0,0,0,0,61.75,USD,,,
CS556090728,CHRL2493,195058363204,2024-11-07,Damaged,Incident,Incident: .,3,310392727,Incident,https://assets.wfcdn.com/im/62429742/compr-r85/3103/310392727/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS556090728,CHRL2493,195058363204,2024-11-07,Damaged,Incident,Incident: .,3,310389185,Incident,https://assets.wfcdn.com/im/17500636/compr-r85/3103/310389185/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS556090728,CHRL2493,195058363204,2024-11-07,Damaged,Incident,Incident: .,3,310392677,Incident,https://assets.wfcdn.com/im/20788372/compr-r85/3103/310392677/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS555706550,BLMT2301,683726499091,2024-10-31,Damaged,Incident,,12,308851175,Incident,https://assets.wfcdn.com/im/84747846/compr-r85/3088/308851175/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS555706550,BLMT2301,683726499091,2024-10-31,Damaged,Incident,,12,308851163,Incident,https://assets.wfcdn.com/im/81182405/compr-r85/3088/308851163/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS555706550,BLMT2301,683726499091,2024-10-31,Damaged,Incident,,12,308851195,Incident,https://assets.wfcdn.com/im/64611524/compr-r85/3088/308851195/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS555706550,BLMT2301,683726499091,2024-10-31,Damaged,Incident,,12,308851160,Incident,https://assets.wfcdn.com/im/35493470/compr-r85/3088/308851160/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS555706550,BLMT2301,683726499091,2024-10-31,Damaged,Incident,,12,308851191,Incident,https://assets.wfcdn.com/im/57622976/compr-r85/3088/308851191/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS555706550,BLMT2301,683726499091,2024-10-31,Damaged,Incident,,12,308851180,Incident,https://assets.wfcdn.com/im/44370208/compr-r85/3088/308851180/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS555706550,BLMT2301,683726499091,2024-10-31,Damaged,Incident,,12,308851200,Incident,https://assets.wfcdn.com/im/30416969/compr-r85/3088/308851200/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS555706550,BLMT2301,683726499091,2024-10-31,Damaged,Incident,,12,308851158,Incident,https://assets.wfcdn.com/im/21560043/compr-r85/3088/308851158/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS555706550,BLMT2301,683726499091,2024-10-31,Damaged,Incident,,12,308851211,Incident,https://assets.wfcdn.com/im/71576215/compr-r85/3088/308851211/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
