PO Number,Wayfair SKU,Product ID,Delivery Date,Incident Type,Incident or Return,Comment,Photos,Image ID,Image for Incident or Return,Image URL,Parcel Type,Buyer's Remorse Return Count,Total Incidents Count,Lost Incidents Count,Damage Incidents Count,Defect Incidents Count,Misinformation Incidents Count,Mis-Shipped Incidents Count,Missing Parts Incidents Count,Other Incidents Count,Total Deductions,Total Deductions Currency,Improvement Plan,Improvement Plan Start Date,Improvement Plan Comment
CS575126963,ASTG3062,683726038146,2025-02-21,Damaged,Incident,Incident: as her rug is further deteriorating in the same spot that was an issue previously,11,330478254,Incident,https://assets.wfcdn.com/im/28171708/compr-r85/3304/330478254/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,0,N/A,,,
CS575126963,ASTG3062,683726038146,2025-02-21,Damaged,Incident,Incident: as her rug is further deteriorating in the same spot that was an issue previously,11,348143715,Incident,https://assets.wfcdn.com/im/62102030/compr-r85/3481/348143715/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,0,N/A,,,
CS575126963,ASTG3062,683726038146,2025-02-21,Damaged,Incident,Incident: as her rug is further deteriorating in the same spot that was an issue previously,11,330477652,Incident,https://assets.wfcdn.com/im/82466433/compr-r85/3304/330477652/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,0,N/A,,,
CS575126963,ASTG3062,683726038146,2025-02-21,Damaged,Incident,Incident: as her rug is further deteriorating in the same spot that was an issue previously,11,348143717,Incident,https://assets.wfcdn.com/im/50984780/compr-r85/3481/348143717/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,0,N/A,,,
CS575126963,ASTG3062,683726038146,2025-02-21,Damaged,Incident,Incident: as her rug is further deteriorating in the same spot that was an issue previously,11,330478255,Incident,https://assets.wfcdn.com/im/61236963/compr-r85/3304/330478255/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,0,N/A,,,
CS575126963,ASTG3062,683726038146,2025-02-21,Damaged,Incident,Incident: as her rug is further deteriorating in the same spot that was an issue previously,11,330478253,Incident,https://assets.wfcdn.com/im/22613083/compr-r85/3304/330478253/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,0,N/A,,,
CA572164147,SAVC1996,198162094545,2025-02-18,Damaged,Incident,Incident: cracked table top,4,333699623,Incident,https://assets.wfcdn.com/im/41245244/compr-r85/3336/333699623/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,52.32,USD,,,
CA572164147,SAVC1996,198162094545,2025-02-18,Damaged,Incident,Incident: cracked table top,4,333699621,Incident,https://assets.wfcdn.com/im/42604802/compr-r85/3336/333699621/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,52.32,USD,,,
CA572164147,SAVC1996,198162094545,2025-02-18,Damaged,Incident,Incident: cracked table top,4,333699624,Incident,https://assets.wfcdn.com/im/35686619/compr-r85/3336/333699624/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,52.32,USD,,,
CA572164147,SAVC1996,198162094545,2025-02-18,Damaged,Incident,Incident: cracked table top,4,333699620,Incident,https://assets.wfcdn.com/im/37046177/compr-r85/3336/333699620/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,52.32,USD,,,
CS574486379,FVAB2435,195058319478,2025-02-17,Damaged,Incident,Incident: SCT-2111836,2,328994355,Incident,https://assets.wfcdn.com/im/76082888/compr-r85/3289/328994355/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS574486379,FVAB2435,195058319478,2025-02-17,Damaged,Incident,Incident: SCT-2111836,2,328994358,Incident,https://assets.wfcdn.com/im/02208533/compr-r85/3289/328994358/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS574152303,FV98415,195058576130,2025-02-15,Damaged,Incident,Incident: The original table arrived with a 5 inch scratch in the top of the table. I ordered a replacement which came yesterday. The box is dilapidated and upon opening I discovered that the replacement table is also damaged.,3,328508390,Incident,https://assets.wfcdn.com/im/23108854/compr-r85/3285/328508390/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,38.42,USD,,,
CS574152303,FV98415,195058576130,2025-02-15,Damaged,Incident,Incident: The original table arrived with a 5 inch scratch in the top of the table. I ordered a replacement which came yesterday. The box is dilapidated and upon opening I discovered that the replacement table is also damaged.,3,328508411,Incident,https://assets.wfcdn.com/im/14714240/compr-r85/3285/328508411/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,38.42,USD,,,
CS574152303,FV98415,195058576130,2025-02-15,Damaged,Incident,Incident: The original table arrived with a 5 inch scratch in the top of the table. I ordered a replacement which came yesterday. The box is dilapidated and upon opening I discovered that the replacement table is also damaged.,3,328508401,Incident,https://assets.wfcdn.com/im/22266049/compr-r85/3285/328508401/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,38.42,USD,,,
CS573826449,FVAD2002,198162145698,2025-02-14,Damaged,Incident,Incident: brpken,2,328510417,Incident,https://assets.wfcdn.com/im/08253265/compr-r85/3285/328510417/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,11.64,USD,,,
CS573826449,FVAD2002,198162145698,2025-02-14,Damaged,Incident,Incident: brpken,2,328510449,Incident,https://assets.wfcdn.com/im/24824146/compr-r85/3285/328510449/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,11.64,USD,,,
CS574146542,SSET1556,889048006072,2025-02-14,Damaged,Incident,"Incident: the items are damaged throughout the unit,The replacement part you sent me is not sufficient the table addition is not part of it. You are wasting so much of my time at this stage when you send a replacement with the assembly guy to repair it. You also need to deal with the collection of the trash packaging and the previous part that is faulty. See photos attached. This is absolutely ridiculous. I cannot believe it. I will not be dealing with the removal of the packaging You have to deal with it as a company. I’m sick and tired of constantly paying for people to come and clear this stuff up and you’re still getting it wrong!!!

The attached images shows the broken replacement and a working unit as an example.",6,328514455,Incident,https://assets.wfcdn.com/im/77914651/compr-r85/3285/328514455/default_image.jpg,Small,0,2,0,3,2,0,0,0,0,105.51,USD,,,
CS574146542,SSET1556,889048006072,2025-02-14,Damaged,Incident,"Incident: the items are damaged throughout the unit,The replacement part you sent me is not sufficient the table addition is not part of it. You are wasting so much of my time at this stage when you send a replacement with the assembly guy to repair it. You also need to deal with the collection of the trash packaging and the previous part that is faulty. See photos attached. This is absolutely ridiculous. I cannot believe it. I will not be dealing with the removal of the packaging You have to deal with it as a company. I’m sick and tired of constantly paying for people to come and clear this stuff up and you’re still getting it wrong!!!

The attached images shows the broken replacement and a working unit as an example.",6,328514457,Incident,https://assets.wfcdn.com/im/66797401/compr-r85/3285/328514457/default_image.jpg,Small,0,2,0,3,2,0,0,0,0,105.51,USD,,,
CS574146542,SSET1556,889048006072,2025-02-14,Damaged,Incident,"Incident: the items are damaged throughout the unit,The replacement part you sent me is not sufficient the table addition is not part of it. You are wasting so much of my time at this stage when you send a replacement with the assembly guy to repair it. You also need to deal with the collection of the trash packaging and the previous part that is faulty. See photos attached. This is absolutely ridiculous. I cannot believe it. I will not be dealing with the removal of the packaging You have to deal with it as a company. I’m sick and tired of constantly paying for people to come and clear this stuff up and you’re still getting it wrong!!!

The attached images shows the broken replacement and a working unit as an example.",6,333288285,Incident,https://assets.wfcdn.com/im/54323808/compr-r85/3332/333288285/default_image.jpg,Small,0,2,0,3,2,0,0,0,0,105.51,USD,,,
CS574146542,SSET1556,889048006072,2025-02-14,Damaged,Incident,"Incident: the items are damaged throughout the unit,The replacement part you sent me is not sufficient the table addition is not part of it. You are wasting so much of my time at this stage when you send a replacement with the assembly guy to repair it. You also need to deal with the collection of the trash packaging and the previous part that is faulty. See photos attached. This is absolutely ridiculous. I cannot believe it. I will not be dealing with the removal of the packaging You have to deal with it as a company. I’m sick and tired of constantly paying for people to come and clear this stuff up and you’re still getting it wrong!!!

The attached images shows the broken replacement and a working unit as an example.",6,332369293,Incident,https://assets.wfcdn.com/im/05134968/compr-r85/3323/332369293/default_image.jpg,Small,0,2,0,3,2,0,0,0,0,105.51,USD,,,
CS574146542,SSET1556,889048006072,2025-02-14,Damaged,Incident,"Incident: the items are damaged throughout the unit,The replacement part you sent me is not sufficient the table addition is not part of it. You are wasting so much of my time at this stage when you send a replacement with the assembly guy to repair it. You also need to deal with the collection of the trash packaging and the previous part that is faulty. See photos attached. This is absolutely ridiculous. I cannot believe it. I will not be dealing with the removal of the packaging You have to deal with it as a company. I’m sick and tired of constantly paying for people to come and clear this stuff up and you’re still getting it wrong!!!

The attached images shows the broken replacement and a working unit as an example.",6,332369294,Incident,https://assets.wfcdn.com/im/10693593/compr-r85/3323/332369294/default_image.jpg,Small,0,2,0,3,2,0,0,0,0,105.51,USD,,,
CS574146542,SSET1556,889048006072,2025-02-14,Damaged,Incident,"Incident: the items are damaged throughout the unit,The replacement part you sent me is not sufficient the table addition is not part of it. You are wasting so much of my time at this stage when you send a replacement with the assembly guy to repair it. You also need to deal with the collection of the trash packaging and the previous part that is faulty. See photos attached. This is absolutely ridiculous. I cannot believe it. I will not be dealing with the removal of the packaging You have to deal with it as a company. I’m sick and tired of constantly paying for people to come and clear this stuff up and you’re still getting it wrong!!!

The attached images shows the broken replacement and a working unit as an example.",6,332369296,Incident,https://assets.wfcdn.com/im/73156453/compr-r85/3323/332369296/default_image.jpg,Small,0,2,0,3,2,0,0,0,0,105.51,USD,,,
CS569930843,FV75228,889048682269,2025-02-13,Damaged,Incident,Incident: SCT-2107495 the base was dented,3,328562967,Incident,https://assets.wfcdn.com/im/19631758/compr-r85/3285/328562967/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.69,USD,,,
CS569930843,FV75228,889048682269,2025-02-13,Damaged,Incident,Incident: SCT-2107495 the base was dented,3,328562969,Incident,https://assets.wfcdn.com/im/91485492/compr-r85/3285/328562969/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.69,USD,,,
CS569930843,FV75228,889048682269,2025-02-13,Damaged,Incident,Incident: SCT-2107495 the base was dented,3,328562968,Incident,https://assets.wfcdn.com/im/85926867/compr-r85/3285/328562968/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.69,USD,,,
CS573772372,FV95928,195058411134,2025-02-13,Damaged,Incident,"Incident: drawer and drawer glides are mis aligned ,drawer and drawer glides are mis aligned",2,328252494,Incident,https://assets.wfcdn.com/im/42779977/compr-r85/3282/328252494/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,19.29,USD,,,
CS573772372,FV95928,195058411134,2025-02-13,Damaged,Incident,"Incident: drawer and drawer glides are mis aligned ,drawer and drawer glides are mis aligned",2,328252491,Incident,https://assets.wfcdn.com/im/73895898/compr-r85/3282/328252491/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,19.29,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328516836,Incident,https://assets.wfcdn.com/im/78264906/compr-r85/3285/328516836/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328516849,Incident,https://assets.wfcdn.com/im/87388972/compr-r85/3285/328516849/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328516851,Incident,https://assets.wfcdn.com/im/30335459/compr-r85/3285/328516851/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328517005,Incident,https://assets.wfcdn.com/im/42221405/compr-r85/3285/328517005/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328516835,Incident,https://assets.wfcdn.com/im/72706281/compr-r85/3285/328516835/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328516850,Incident,https://assets.wfcdn.com/im/75223166/compr-r85/3285/328516850/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328516832,Incident,https://assets.wfcdn.com/im/43969594/compr-r85/3285/328516832/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328516831,Incident,https://assets.wfcdn.com/im/49528219/compr-r85/3285/328516831/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328517004,Incident,https://assets.wfcdn.com/im/47780030/compr-r85/3285/328517004/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328517006,Incident,https://assets.wfcdn.com/im/63337220/compr-r85/3285/328517006/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328517003,Incident,https://assets.wfcdn.com/im/53338655/compr-r85/3285/328517003/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328516852,Incident,https://assets.wfcdn.com/im/35894084/compr-r85/3285/328516852/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,330259346,Incident,https://assets.wfcdn.com/im/79023201/compr-r85/3302/330259346/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328516833,Incident,https://assets.wfcdn.com/im/38410969/compr-r85/3285/328516833/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328516853,Incident,https://assets.wfcdn.com/im/41452709/compr-r85/3285/328516853/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,328517008,Incident,https://assets.wfcdn.com/im/74454470/compr-r85/3285/328517008/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573857911,SEHO2054,889048551282,2025-02-13,Damaged,Incident,,17,330259348,Incident,https://assets.wfcdn.com/im/32094049/compr-r85/3302/330259348/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,10.24,USD,,,
CS573466283,FVAD2400,198162184109,2025-02-11,Damaged,Incident,"Incident: A and b,A and b",5,331221767,Incident,https://assets.wfcdn.com/im/92281336/compr-r85/3312/331221767/default_image.jpg,Small,0,1,0,1,1,0,0,1,0,20.66,USD,,,
CS573466283,FVAD2400,198162184109,2025-02-11,Damaged,Incident,"Incident: A and b,A and b",5,328423271,Incident,https://assets.wfcdn.com/im/35443648/compr-r85/3284/328423271/default_image.jpg,Small,0,1,0,1,1,0,0,1,0,20.66,USD,,,
CS573466283,FVAD2400,198162184109,2025-02-11,Damaged,Incident,"Incident: A and b,A and b",5,331221768,Incident,https://assets.wfcdn.com/im/86722711/compr-r85/3312/331221768/default_image.jpg,Small,0,1,0,1,1,0,0,1,0,20.66,USD,,,
CS573466283,FVAD2400,198162184109,2025-02-11,Damaged,Incident,"Incident: A and b,A and b",5,331221770,Incident,https://assets.wfcdn.com/im/43776224/compr-r85/3312/331221770/default_image.jpg,Small,0,1,0,1,1,0,0,1,0,20.66,USD,,,
CS573466283,FVAD2400,198162184109,2025-02-11,Damaged,Incident,"Incident: A and b,A and b",5,331249635,Incident,https://assets.wfcdn.com/im/66324386/compr-r85/3312/331249635/default_image.jpg,Small,0,1,0,1,1,0,0,1,0,20.66,USD,,,
CS572789854,FV83440,195058053167,2025-02-09,Damaged,Incident,"Incident: cracked,table top cracked",8,327445896,Incident,https://assets.wfcdn.com/im/80847992/compr-r85/3274/327445896/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,0,N/A,,,
CS572789854,FV83440,195058053167,2025-02-09,Damaged,Incident,"Incident: cracked,table top cracked",8,327445903,Incident,https://assets.wfcdn.com/im/03925297/compr-r85/3274/327445903/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,0,N/A,,,
CS572789854,FV83440,195058053167,2025-02-09,Damaged,Incident,"Incident: cracked,table top cracked",8,327445908,Incident,https://assets.wfcdn.com/im/23867828/compr-r85/3274/327445908/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,0,N/A,,,
CS572789854,FV83440,195058053167,2025-02-09,Damaged,Incident,"Incident: cracked,table top cracked",8,327445902,Incident,https://assets.wfcdn.com/im/09483922/compr-r85/3274/327445902/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,0,N/A,,,
CS572789854,FV83440,195058053167,2025-02-09,Damaged,Incident,"Incident: cracked,table top cracked",8,327445880,Incident,https://assets.wfcdn.com/im/06647933/compr-r85/3274/327445880/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,0,N/A,,,
CS572789854,FV83440,195058053167,2025-02-09,Damaged,Incident,"Incident: cracked,table top cracked",8,327445906,Incident,https://assets.wfcdn.com/im/12750578/compr-r85/3274/327445906/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,0,N/A,,,
CS572789854,FV83440,195058053167,2025-02-09,Damaged,Incident,"Incident: cracked,table top cracked",8,327445905,Incident,https://assets.wfcdn.com/im/07191953/compr-r85/3274/327445905/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,0,N/A,,,
CS572789854,FV83440,195058053167,2025-02-09,Damaged,Incident,"Incident: cracked,table top cracked",8,327445879,Incident,https://assets.wfcdn.com/im/44035795/compr-r85/3274/327445879/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,0,N/A,,,
CS572258043,SAVC1700,195058933452,2025-02-04,Damaged,Incident,Incident: base damaged,4,328719490,Incident,https://assets.wfcdn.com/im/66349429/compr-r85/3287/328719490/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,11.64,USD,,,
CS572258043,SAVC1700,195058933452,2025-02-04,Damaged,Incident,Incident: base damaged,4,328719493,Incident,https://assets.wfcdn.com/im/11941992/compr-r85/3287/328719493/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,11.64,USD,,,
CS572258043,SAVC1700,195058933452,2025-02-04,Damaged,Incident,Incident: base damaged,4,326872971,Incident,https://assets.wfcdn.com/im/47271495/compr-r85/3268/326872971/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,11.64,USD,,,
CS572258043,SAVC1700,195058933452,2025-02-04,Damaged,Incident,Incident: base damaged,4,326872972,Incident,https://assets.wfcdn.com/im/42137176/compr-r85/3268/326872972/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,11.64,USD,,,
CS572377600,FVAB5717,195058912051,2025-02-04,Damaged,Incident,Incident: Broken legs,3,326740248,Incident,https://assets.wfcdn.com/im/11061226/compr-r85/3267/326740248/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,14.22,USD,,,
CS572377600,FVAB5717,195058912051,2025-02-04,Damaged,Incident,Incident: Broken legs,3,326740254,Incident,https://assets.wfcdn.com/im/76242213/compr-r85/3267/326740254/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,14.22,USD,,,
CS572377600,FVAB5717,195058912051,2025-02-04,Damaged,Incident,Incident: Broken legs,3,326740256,Incident,https://assets.wfcdn.com/im/07607833/compr-r85/3267/326740256/default_image.jpg,Small,0,1,0,1,2,0,0,0,0,14.22,USD,,,
CS572430047,ALMN1018,889048367609,2025-02-04,Damaged,Incident,Incident: replacement parts for chair came with chips in the wood,4,328397832,Incident,https://assets.wfcdn.com/im/4611505/compr-r85/3283/328397832/default_image.jpg,Small,0,1,0,1,1,0,0,1,0,45.75,USD,,,
CS572430047,ALMN1018,889048367609,2025-02-04,Damaged,Incident,Incident: replacement parts for chair came with chips in the wood,4,328397824,Incident,https://assets.wfcdn.com/im/80909742/compr-r85/3283/328397824/default_image.jpg,Small,0,1,0,1,1,0,0,1,0,45.75,USD,,,
CS572430047,ALMN1018,889048367609,2025-02-04,Damaged,Incident,Incident: replacement parts for chair came with chips in the wood,4,328397816,Incident,https://assets.wfcdn.com/im/37759317/compr-r85/3283/328397816/default_image.jpg,Small,0,1,0,1,1,0,0,1,0,45.75,USD,,,
CS572430047,ALMN1018,889048367609,2025-02-04,Damaged,Incident,Incident: replacement parts for chair came with chips in the wood,4,328397818,Incident,https://assets.wfcdn.com/im/48876567/compr-r85/3283/328397818/default_image.jpg,Small,0,1,0,1,1,0,0,1,0,45.75,USD,,,
CS571221743,SAVC1994,195058972819,2025-02-01,Damaged,Incident,,1,326551781,Incident,https://assets.wfcdn.com/im/39368006/compr-r85/3265/326551781/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,66.04,USD,,,
CS571667663,BCMH2210,683726407331,2025-01-31,Damaged,Incident,Incident: alignment issues - see ticket SCT-2080699,3,326570353,Incident,https://assets.wfcdn.com/im/11476214/compr-r85/3265/326570353/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,27.62,USD,,,
CS571667663,BCMH2210,683726407331,2025-01-31,Damaged,Incident,Incident: alignment issues - see ticket SCT-2080699,3,326570360,Incident,https://assets.wfcdn.com/im/59263398/compr-r85/3265/326570360/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,27.62,USD,,,
CS571667663,BCMH2210,683726407331,2025-01-31,Damaged,Incident,Incident: alignment issues - see ticket SCT-2080699,3,326570352,Incident,https://assets.wfcdn.com/im/17034839/compr-r85/3265/326570352/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,27.62,USD,,,
CS571299435,FV54185,683726885399,2025-01-30,Damaged,Incident,Incident: Top block is crooked.,1,327577546,Incident,https://assets.wfcdn.com/im/35556534/compr-r85/3275/327577546/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS571590007,FVAB5717,195058912051,2025-01-30,Damaged,Incident,Incident: Cx states the top of the table arrived with marks and scratches all through out the item,3,331495522,Incident,https://assets.wfcdn.com/im/49308550/compr-r85/3314/331495522/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,33.6,USD,,,
CS571590007,FVAB5717,195058912051,2025-01-30,Damaged,Incident,Incident: Cx states the top of the table arrived with marks and scratches all through out the item,3,331495421,Incident,https://assets.wfcdn.com/im/66784252/compr-r85/3314/331495421/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,33.6,USD,,,
CS571590007,FVAB5717,195058912051,2025-01-30,Damaged,Incident,Incident: Cx states the top of the table arrived with marks and scratches all through out the item,3,328716149,Incident,https://assets.wfcdn.com/im/97406525/compr-r85/3287/328716149/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,33.6,USD,,,
CS571481781,LNPE3523,889048496743,2025-01-29,Damaged,Incident,Incident: 2 of the chairs that we received have tears. Wondering it will tear more. So we are planning to return the item.,2,326725789,Incident,https://assets.wfcdn.com/im/31675099/compr-r85/3267/326725789/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS571481781,LNPE3523,889048496743,2025-01-29,Damaged,Incident,Incident: 2 of the chairs that we received have tears. Wondering it will tear more. So we are planning to return the item.,2,326725794,Incident,https://assets.wfcdn.com/im/72052737/compr-r85/3267/326725794/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS570896826,FVAD2301,198162182815,2025-01-26,Damaged,Incident,"Incident: Chipped and peeling paint, replacement part came damaged too",9,325872952,Incident,https://assets.wfcdn.com/im/64142217/compr-r85/3258/325872952/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,23.9,USD,,,
CS570896826,FVAD2301,198162182815,2025-01-26,Damaged,Incident,"Incident: Chipped and peeling paint, replacement part came damaged too",9,325872950,Incident,https://assets.wfcdn.com/im/46975033/compr-r85/3258/325872950/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,23.9,USD,,,
CS570896826,FVAD2301,198162182815,2025-01-26,Damaged,Incident,"Incident: Chipped and peeling paint, replacement part came damaged too",9,325872948,Incident,https://assets.wfcdn.com/im/10078480/compr-r85/3258/325872948/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,23.9,USD,,,
CS570896826,FVAD2301,198162182815,2025-01-26,Damaged,Incident,"Incident: Chipped and peeling paint, replacement part came damaged too",9,325872945,Incident,https://assets.wfcdn.com/im/06597395/compr-r85/3258/325872945/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,23.9,USD,,,
CS570896826,FVAD2301,198162182815,2025-01-26,Damaged,Incident,"Incident: Chipped and peeling paint, replacement part came damaged too",9,325872944,Incident,https://assets.wfcdn.com/im/12156020/compr-r85/3258/325872944/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,23.9,USD,,,
CS570896826,FVAD2301,198162182815,2025-01-26,Damaged,Incident,"Incident: Chipped and peeling paint, replacement part came damaged too",9,327593422,Incident,https://assets.wfcdn.com/im/59194605/compr-r85/3275/327593422/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,23.9,USD,,,
CS570896826,FVAD2301,198162182815,2025-01-26,Damaged,Incident,"Incident: Chipped and peeling paint, replacement part came damaged too",9,325872951,Incident,https://assets.wfcdn.com/im/58583592/compr-r85/3258/325872951/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,23.9,USD,,,
CS570896826,FVAD2301,198162182815,2025-01-26,Damaged,Incident,"Incident: Chipped and peeling paint, replacement part came damaged too",9,325872946,Incident,https://assets.wfcdn.com/im/98961230/compr-r85/3258/325872946/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,23.9,USD,,,
CS570896826,FVAD2301,198162182815,2025-01-26,Damaged,Incident,"Incident: Chipped and peeling paint, replacement part came damaged too",9,327593415,Incident,https://assets.wfcdn.com/im/88454993/compr-r85/3275/327593415/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,23.9,USD,,,
CS570799572,FVAB8069,198162164880,2025-01-25,Damaged,Incident,,2,326012168,Incident,https://assets.wfcdn.com/im/38814231/compr-r85/3260/326012168/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,12.31,USD,,,
CS570799572,FVAB8069,198162164880,2025-01-25,Damaged,Incident,,2,326012170,Incident,https://assets.wfcdn.com/im/99099552/compr-r85/3260/326012170/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,12.31,USD,,,
CS569633728,FVAB2526,195058678292,2025-01-16,Damaged,Incident,Incident: nln,1,324315774,Incident,https://assets.wfcdn.com/im/45409890/compr-r85/3243/324315774/default_image.jpg,Small,0,1,0,1,1,0,0,1,0,26.13,USD,,,
CS562760416,WLGN4167,683726572244,2025-01-11,Damaged,Incident,"Incident: daamge,..",1,314345676,Incident,https://assets.wfcdn.com/im/46406361/compr-r85/3143/314345676/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,17.1,USD,,,
CS567043132,FV83560,195058141550,2025-01-11,Damaged,Incident,"Incident: paint issue and door issue,top is warped,top is warped",6,326029850,Incident,https://assets.wfcdn.com/im/11846883/compr-r85/3260/326029850/default_image.jpg,Small,0,1,0,1,1,1,0,1,0,75.52,USD,,,
CS567043132,FV83560,195058141550,2025-01-11,Damaged,Incident,"Incident: paint issue and door issue,top is warped,top is warped",6,322706137,Incident,https://assets.wfcdn.com/im/43977627/compr-r85/3227/322706137/default_image.jpg,Small,0,1,0,1,1,1,0,1,0,75.52,USD,,,
CS567043132,FV83560,195058141550,2025-01-11,Damaged,Incident,"Incident: paint issue and door issue,top is warped,top is warped",6,322706131,Incident,https://assets.wfcdn.com/im/05593173/compr-r85/3227/322706131/default_image.jpg,Small,0,1,0,1,1,1,0,1,0,75.52,USD,,,
